DV IV label Estimate SE P-value lowerCI upperCI AIC replica h2 Tagged prs_noise
offspring_phenotype offspring_prs a 0.065635959 0.013745062 1.794937e-06 0.0386961329 0.09257579 50304.7210871717 11 0.3 0.2 1
ab a*b ia 0.033161813 0.006959969 1.89182e-06 0.019520525 0.0468031 50304.7210871717 11 0.3 0.2 1
db d*b ha 0.033489658 0.007028281 1.888671e-06 0.0197144804 0.04726484 50304.7210871717 11 0.3 0.2 1
total_mum c+(a*b) total_mum 0.026526647 0.009712264 0.006309409 0.007490959 0.04556234 50304.7210871717 11 0.3 0.2 1
total_dad f+(d*b) total_dad 0.019832651 0.009650967 0.03987986 0.0009171039 0.0387482 50304.7210871717 11 0.3 0.2 1
offspring_phenotype maternal_prs c -0.024732363 0.011991543 0.0391617 -0.048235356 -0.001229371 50473.9414603382 12 0.3 0.2 1
offspring_phenotype paternal_prs b -0.005108305 0.011911308 0.6680238 -0.028454041 0.01823743 50473.9414603382 12 0.3 0.2 1
offspring_prs maternal_prs i 0.49715647 0.006995965 0 0.48344463 0.51086831 50473.9414603382 12 0.3 0.2 1
offspring_prs paternal_prs h 0.487607785 0.006992956 0 0.473901842 0.501313728 50473.9414603382 12 0.3 0.2 1
offspring_phenotype offspring_prs a 0.058208966 0.013972022 3.098426e-05 0.030824306 0.085593626 50473.9414603382 12 0.3 0.2 1
ab a*b ia 0.028938964 0.006958208 3.196886e-05 0.015301127 0.042576801 50473.9414603382 12 0.3 0.2 1
db d*b ha 0.028383145 0.006825016 3.20074e-05 0.015006359 0.041759931 50473.9414603382 12 0.3 0.2 1
total_mum c+(a*b) total_mum 0.004206601 0.009783257 0.6672105 -0.014968231 0.023381432 50473.9414603382 12 0.3 0.2 1
total_dad f+(d*b) total_dad 0.02327484 0.009779049 0.01730927 0.004108255 0.042441425 50473.9414603382 12 0.3 0.2 1
offspring_phenotype maternal_prs c -0.009852511 0.011920307 0.4085026 -0.033215883 0.013510861 50397.0209332766 13 0.3 0.2 1
offspring_phenotype paternal_prs b -0.004154475 0.011885693 0.7266871 -0.027450005 0.019141055 50397.0209332766 13 0.3 0.2 1
offspring_prs maternal_prs i 0.511032972 0.00699612 0 0.497320829 0.524745114 50397.0209332766 13 0.3 0.2 1
offspring_prs paternal_prs h 0.498708457 0.007053712 0 0.484883435 0.51253348 50397.0209332766 13 0.3 0.2 1
offspring_phenotype offspring_prs a 0.064165544 0.013758776 3.107123e-06 0.037198838 0.091132249 50397.0209332766 13 0.3 0.2 1
ab a*b ia 0.032790708 0.007045504 3.253477e-06 0.018981774 0.046599643 50397.0209332766 13 0.3 0.2 1
db d*b ha 0.031999899 0.006876529 3.263542e-06 0.01852215 0.045477649 50397.0209332766 13 0.3 0.2 1
total_mum c+(a*b) total_mum 0.022938198 0.009636266 0.01729371 0.004051462 0.041824933 50397.0209332766 13 0.3 0.2 1
total_dad f+(d*b) total_dad 0.027845424 0.009715593 0.00415622 0.008803212 0.046887636 50397.0209332766 13 0.3 0.2 1
offspring_phenotype maternal_prs c -0.018817428 0.012019796 0.1174572 -0.0423758 0.00474094 50423.788006074 14 0.3 0.2 1
offspring_phenotype paternal_prs b 0.002401135 0.011922618 0.8403911 -0.02096677 0.02576904 50423.788006074 14 0.3 0.2 1
offspring_prs maternal_prs i 0.506264133 0.007071474 0 0.4924043 0.52012397 50423.788006074 14 0.3 0.2 1
offspring_prs paternal_prs h 0.504324917 0.006998832 0 0.49060746 0.51804238 50423.788006074 14 0.3 0.2 1
offspring_phenotype offspring_prs a 0.054654172 0.013820782 7.669739e-05 0.02756594 0.08174241 50423.788006074 14 0.3 0.2 1
ab a*b ia 0.027669447 0.007007632 7.865119e-05 0.01393474 0.04140415 50423.788006074 14 0.3 0.2 1
db d*b ha 0.027563461 0.006980653 7.862576e-05 0.01388163 0.04124529 50423.788006074 14 0.3 0.2 1
total_mum c+(a*b) total_mum 0.008852019 0.009780968 0.3654522 -0.01031833 0.02802236 50423.788006074 14 0.3 0.2 1
total_dad f+(d*b) total_dad 0.029964596 0.009680493 0.001965751 0.01099118 0.04893801 50423.788006074 14 0.3 0.2 1
offspring_phenotype maternal_prs c 0.003708905 0.012004359 0.7573495 -0.01981921 0.02723702 50570.6008962922 15 0.3 0.2 1
offspring_phenotype paternal_prs b 0.010281374 0.011923575 0.3885374 -0.0130884 0.03365115 50570.6008962922 15 0.3 0.2 1
offspring_prs maternal_prs i 0.50647412 0.007057634 0 0.49264141 0.52030683 50570.6008962922 15 0.3 0.2 1
offspring_prs paternal_prs h 0.49707889 0.007052717 0 0.48325582 0.51090196 50570.6008962922 15 0.3 0.2 1
offspring_phenotype offspring_prs a 0.064758878 0.013818962 2.782791e-06 0.03767421 0.09184354 50570.6008962922 15 0.3 0.2 1
ab a*b ia 0.032798696 0.007013853 2.921352e-06 0.0190518 0.0465456 50570.6008962922 15 0.3 0.2 1
db d*b ha 0.032190271 0.006884281 2.926546e-06 0.01869733 0.04568321 50570.6008962922 15 0.3 0.2 1
total_mum c+(a*b) total_mum 0.036507601 0.00976362 0.0001846465 0.01737126 0.05564394 50570.6008962922 15 0.3 0.2 1
total_dad f+(d*b) total_dad 0.042471645 0.009756819 1.342738e-05 0.02334863 0.06159466 50570.6008962922 15 0.3 0.2 1
offspring_phenotype maternal_prs c 0.025034915 0.026143037 0.3382579 -0.026204495 0.076274326 30517.1710326766 1 0.3 0.6 0
offspring_phenotype paternal_prs b -0.004396572 0.025931486 0.8653674 -0.055221351 0.046428206 30517.1710326766 1 0.3 0.6 0
offspring_prs maternal_prs i 0.490230777 0.007090125 0 0.476334386 0.504127167 30517.1710326766 1 0.3 0.6 0
offspring_prs paternal_prs h 0.495357637 0.006968997 0 0.481698653 0.509016621 30517.1710326766 1 0.3 0.6 0
offspring_phenotype offspring_prs a 0.985386207 0.030328737 0 0.925942975 1.044829439 30517.1710326766 1 0.3 0.6 0
ab a*b ia 0.483066645 0.016427756 0 0.450868836 0.515264455 30517.1710326766 1 0.3 0.6 0
db d*b ha 0.488118583 0.016518641 0 0.455742641 0.520494525 30517.1710326766 1 0.3 0.6 0
total_mum c+(a*b) total_mum 0.508101561 0.022609951 0 0.46378687 0.552416251 30517.1710326766 1 0.3 0.6 0
total_dad f+(d*b) total_dad 0.483722011 0.022223682 0 0.440164393 0.527279628 30517.1710326766 1 0.3 0.6 0
offspring_phenotype maternal_prs c -0.017853688 0.026209166 0.4957448 -0.069222709 0.033515332 30853.4702297551 2 0.3 0.6 0
offspring_phenotype paternal_prs b -0.030602805 0.026551442 0.2490806 -0.082642675 0.021437064 30853.4702297551 2 0.3 0.6 0
offspring_prs maternal_prs i 0.502315423 0.00696185 0 0.488670448 0.515960398 30853.4702297551 2 0.3 0.6 0
offspring_prs paternal_prs h 0.506934046 0.007066734 0 0.493083501 0.52078459 30853.4702297551 2 0.3 0.6 0
offspring_phenotype offspring_prs a 0.997718214 0.0305296 0 0.937881297 1.057555131 30853.4702297551 2 0.3 0.6 0
ab a*b ia 0.501169247 0.016835191 0 0.468172879 0.534165614 30853.4702297551 2 0.3 0.6 0
db d*b ha 0.50577733 0.01700685 0 0.472444517 0.539110144 30853.4702297551 2 0.3 0.6 0
total_mum c+(a*b) total_mum 0.483315558 0.022360446 0 0.439489889 0.527141228 30853.4702297551 2 0.3 0.6 0
total_dad f+(d*b) total_dad 0.475174525 0.022697319 0 0.430688597 0.519660453 30853.4702297551 2 0.3 0.6 0
offspring_phenotype maternal_prs c -0.0122297056 0.025554032 0.6322359 -0.0623146872 0.037855276 30301.3748959306 3 0.3 0.6 0
offspring_phenotype paternal_prs b 0.0195642263 0.025745069 0.4473016 -0.0308951808 0.0700236335 30301.3748959306 3 0.3 0.6 0
offspring_prs maternal_prs i 0.4991012578 0.00706181 0 0.4852603641 0.5129421516 30301.3748959306 3 0.3 0.6 0
offspring_prs paternal_prs h 0.5066048333 0.007087791 0 0.492713019 0.5204966477 30301.3748959306 3 0.3 0.6 0
offspring_phenotype offspring_prs a 1.005365339 0.029550751 0 0.947446931 1.063283747 30301.3748959306 3 0.3 0.6 0
ab a*b ia 0.5017791053 0.016368669 0 0.469697103 0.5338611076 30301.3748959306 3 0.3 0.6 0
db d*b ha 0.50932294 0.016579951 0 0.4768268338 0.5418190463 30301.3748959306 3 0.3 0.6 0
total_mum c+(a*b) total_mum 0.4895493997 0.022042837 0 0.4463462334 0.532752566 30301.3748959306 3 0.3 0.6 0
total_dad f+(d*b) total_dad 0.5288871664 0.022123932 0 0.4855250557 0.5722492771 30301.3748959306 3 0.3 0.6 0
offspring_phenotype maternal_prs c -0.022367468 0.026066496 0.3908413 -0.073456861 0.028721926 30723.7280318291 4 0.3 0.6 0
offspring_phenotype paternal_prs b 0.016094667 0.026231234 0.5395003 -0.035317607 0.067506941 30723.7280318291 4 0.3 0.6 0
offspring_prs maternal_prs i 0.505210195 0.007036677 0 0.491418561 0.519001829 30723.7280318291 4 0.3 0.6 0
offspring_prs paternal_prs h 0.497161021 0.007160525 0 0.483126649 0.511195392 30723.7280318291 4 0.3 0.6 0
offspring_phenotype offspring_prs a 0.959866254 0.030091263 0 0.900888463 1.018844045 30723.7280318291 4 0.3 0.6 0
ab a*b ia 0.484934217 0.016635309 0 0.452329611 0.517538823 30723.7280318291 4 0.3 0.6 0
db d*b ha 0.477208086 0.01646353 0 0.444940161 0.509476012 30723.7280318291 4 0.3 0.6 0
total_mum c+(a*b) total_mum 0.462566749 0.022225414 0 0.419005739 0.50612776 30723.7280318291 4 0.3 0.6 0
total_dad f+(d*b) total_dad 0.493302753 0.022616589 0 0.448975053 0.537630454 30723.7280318291 4 0.3 0.6 0
offspring_phenotype maternal_prs c -0.03554096 0.025728253 0.1671566 -0.08596741 0.01488549 30844.9127723367 5 0.3 0.6 0
offspring_phenotype paternal_prs b 0.01814583 0.026392952 0.4917515 -0.0335834 0.06987507 30844.9127723367 5 0.3 0.6 0
offspring_prs maternal_prs i 0.485211 0.0070564 0 0.4713807 0.4990413 30844.9127723367 5 0.3 0.6 0
offspring_prs paternal_prs h 0.5123804 0.007135871 0 0.4983943 0.5263665 30844.9127723367 5 0.3 0.6 0
offspring_phenotype offspring_prs a 1.026787 0.030043629 0 0.9679021 1.085671 30844.9127723367 5 0.3 0.6 0
ab a*b ia 0.4982081 0.016278807 0 0.4663023 0.530114 30844.9127723367 5 0.3 0.6 0
db d*b ha 0.5261053 0.017048555 0 0.4926907 0.5595198 30844.9127723367 5 0.3 0.6 0
total_mum c+(a*b) total_mum 0.4626672 0.022403918 0 0.4187563 0.506578 30844.9127723367 5 0.3 0.6 0
total_dad f+(d*b) total_dad 0.5442511 0.022656235 0 0.4998457 0.5886565 30844.9127723367 5 0.3 0.6 0
offspring_phenotype maternal_prs c -0.038445831 0.026071756 0.1403158 -0.089545534 0.012653872 30924.5212617815 6 0.3 0.6 0
offspring_phenotype paternal_prs b -0.00539793 0.026584182 0.8390956 -0.057501969 0.046706109 30924.5212617815 6 0.3 0.6 0
offspring_prs maternal_prs i 0.499164264 0.007069967 0 0.485307384 0.513021144 30924.5212617815 6 0.3 0.6 0
offspring_prs paternal_prs h 0.506113696 0.00722904 0 0.491945038 0.520282355 30924.5212617815 6 0.3 0.6 0
offspring_phenotype offspring_prs a 0.995363833 0.030124975 0 0.936319967 1.054407699 30924.5212617815 6 0.3 0.6 0
ab a*b ia 0.496850055 0.016602492 0 0.464309768 0.529390342 30924.5212617815 6 0.3 0.6 0
db d*b ha 0.503767269 0.016859309 0 0.470723631 0.536810907 30924.5212617815 6 0.3 0.6 0
total_mum c+(a*b) total_mum 0.458404224 0.022430733 0 0.414440795 0.502367653 30924.5212617815 6 0.3 0.6 0
total_dad f+(d*b) total_dad 0.498369339 0.022935422 0 0.453416738 0.54332194 30924.5212617815 6 0.3 0.6 0
offspring_phenotype maternal_prs c 0.0091041793 0.0261235 0.7274607 -0.0420969407 0.0603052993 30760.1710976198 7 0.3 0.6 0
offspring_phenotype paternal_prs b 0.0230051348 0.025940622 0.375166 -0.02783755 0.0738478196 30760.1710976198 7 0.3 0.6 0
offspring_prs maternal_prs i 0.4991277333 0.007081758 0 0.485247742 0.5130077245 30760.1710976198 7 0.3 0.6 0
offspring_prs paternal_prs h 0.49702043 0.007022387 0 0.4832568043 0.5107840557 30760.1710976198 7 0.3 0.6 0
offspring_phenotype offspring_prs a 0.9970814725 0.030151928 0 0.9379847801 1.0561781649 30760.1710976198 7 0.3 0.6 0
ab a*b ia 0.4976710152 0.016623819 0 0.4650889287 0.5302531018 30760.1710976198 7 0.3 0.6 0
db d*b ha 0.4955698622 0.016541173 0 0.4631497587 0.5279899657 30760.1710976198 7 0.3 0.6 0
total_mum c+(a*b) total_mum 0.5067751946 0.022490084 0 0.462695439 0.5508549502 30760.1710976198 7 0.3 0.6 0
total_dad f+(d*b) total_dad 0.518574997 0.022301535 0 0.4748647924 0.5622852016 30760.1710976198 7 0.3 0.6 0
offspring_phenotype maternal_prs c 0.0114556695 0.026080315 0.6604834 -0.0396608088 0.0625721478 30771.2198469033 8 0.3 0.6 0
offspring_phenotype paternal_prs b -0.0134005672 0.025710229 0.6022167 -0.0637916897 0.0369905554 30771.2198469033 8 0.3 0.6 0
offspring_prs maternal_prs i 0.5009047556 0.007132103 0 0.4869260902 0.514883421 30771.2198469033 8 0.3 0.6 0
offspring_prs paternal_prs h 0.4849313575 0.007092334 0 0.4710306391 0.4988320759 30771.2198469033 8 0.3 0.6 0
offspring_phenotype offspring_prs a 1.0318907718 0.02992455 0 0.9732397306 1.090541813 30771.2198469033 8 0.3 0.6 0
ab a*b ia 0.5168789948 0.016698611 0 0.4841503192 0.5496076705 30771.2198469033 8 0.3 0.6 0
db d*b ha 0.5003961928 0.016252385 0 0.4685421044 0.5322502812 30771.2198469033 8 0.3 0.6 0
total_mum c+(a*b) total_mum 0.5283346644 0.022575766 0 0.4840869752 0.5725823535 30771.2198469033 8 0.3 0.6 0
total_dad f+(d*b) total_dad 0.4869956256 0.022449881 0 0.4429946679 0.5309965833 30771.2198469033 8 0.3 0.6 0
offspring_phenotype maternal_prs c -0.022362602 0.025718 0.3845567 -0.072768957 0.028043754 30666.4327595609 9 0.3 0.6 0
offspring_phenotype paternal_prs b 0.001312221 0.02588709 0.9595724 -0.049425537 0.052049978 30666.4327595609 9 0.3 0.6 0
offspring_prs maternal_prs i 0.485655701 0.0071138 0 0.471712909 0.499598493 30666.4327595609 9 0.3 0.6 0
offspring_prs paternal_prs h 0.504506156 0.00705113 0 0.490686195 0.518326116 30666.4327595609 9 0.3 0.6 0
offspring_phenotype offspring_prs a 1.0103146 0.0298578 0 0.951794388 1.068834811 30666.4327595609 9 0.3 0.6 0
ab a*b ia 0.490665045 0.01618404 0 0.458944906 0.522385184 30666.4327595609 9 0.3 0.6 0
db d*b ha 0.509709935 0.01666303 0 0.477050988 0.542368881 30666.4327595609 9 0.3 0.6 0
total_mum c+(a*b) total_mum 0.468302444 0.02242328 0 0.424353628 0.512251259 30666.4327595609 9 0.3 0.6 0
total_dad f+(d*b) total_dad 0.511022155 0.02222574 0 0.467460515 0.554583796 30666.4327595609 9 0.3 0.6 0
offspring_phenotype maternal_prs c 0.00590965 0.026339312 0.8224724 -0.04571445 0.05753375 30805.9871879042 10 0.3 0.6 0
offspring_phenotype paternal_prs b 0.001429638 0.026540955 0.9570424 -0.05058968 0.05344895 30805.9871879042 10 0.3 0.6 0
offspring_prs maternal_prs i 0.5023923 0.007115243 0 0.4884466 0.5163379 30805.9871879042 10 0.3 0.6 0
offspring_prs paternal_prs h 0.5153941 0.007104184 0 0.5014702 0.5293181 30805.9871879042 10 0.3 0.6 0
offspring_phenotype offspring_prs a 0.9733106 0.030239838 0 0.9140416 1.03258 30805.9871879042 10 0.3 0.6 0
ab a*b ia 0.4889837 0.016696261 0 0.4562596 0.5217078 30805.9871879042 10 0.3 0.6 0
db d*b ha 0.5016386 0.01705043 0 0.4682203 0.5350568 30805.9871879042 10 0.3 0.6 0
total_mum c+(a*b) total_mum 0.4948933 0.022603427 0 0.4505914 0.5391953 30805.9871879042 10 0.3 0.6 0
total_dad f+(d*b) total_dad 0.5030682 0.022568294 0 0.4588352 0.5473012 30805.9871879042 10 0.3 0.6 0
offspring_phenotype maternal_prs c 0.0260734152 0.025969271 0.3153737 -0.0248254204 0.0769722507 30846.9426520037 11 0.3 0.6 0
offspring_phenotype paternal_prs b 0.0143657477 0.02629319 0.5848133 -0.0371679569 0.0658994523 30846.9426520037 11 0.3 0.6 0
offspring_prs maternal_prs i 0.4985072823 0.007052486 0 0.4846846631 0.5123299016 30846.9426520037 11 0.3 0.6 0
offspring_prs paternal_prs h 0.5064691233 0.007128094 0 0.4924983149 0.5204399316 30846.9426520037 11 0.3 0.6 0
offspring_phenotype offspring_prs a 0.9635567642 0.030069332 0 0.9046219571 1.0224915714 30846.9426520037 11 0.3 0.6 0
ab a*b ia 0.4803400639 0.016458188 0 0.448082608 0.5125975197 30846.9426520037 11 0.3 0.6 0
db d*b ha 0.4880117496 0.016706347 0 0.4552679107 0.5207555885 30846.9426520037 11 0.3 0.6 0
total_mum c+(a*b) total_mum 0.506413479 0.022268541 0 0.4627679405 0.5500590176 30846.9426520037 11 0.3 0.6 0
total_dad f+(d*b) total_dad 0.5023774973 0.022507277 0 0.458264045 0.5464909496 30846.9426520037 11 0.3 0.6 0
offspring_phenotype maternal_prs c 0.0435869757 0.026444459 0.09930219 -0.008243212 0.0954171634 30959.4248616477 12 0.3 0.6 0
offspring_phenotype paternal_prs b 0.0101084369 0.026296308 0.70067816 -0.041431379 0.0616482528 30959.4248616477 12 0.3 0.6 0
offspring_prs maternal_prs i 0.5132630092 0.007140008 0 0.4992688504 0.5272571679 30959.4248616477 12 0.3 0.6 0
offspring_prs paternal_prs h 0.5083304815 0.007114749 0 0.4943858294 0.5222751337 30959.4248616477 12 0.3 0.6 0
offspring_phenotype offspring_prs a 0.9537021449 0.03007313 0 0.8947598924 1.0126443973 30959.4248616477 12 0.3 0.6 0
ab a*b ia 0.4895000327 0.01687071 0 0.4564340494 0.5225660161 30959.4248616477 12 0.3 0.6 0
db d*b ha 0.4847958706 0.016725313 0 0.4520148603 0.5175768809 30959.4248616477 12 0.3 0.6 0
total_mum c+(a*b) total_mum 0.5330870085 0.022526108 0 0.4889366475 0.5772373694 30959.4248616477 12 0.3 0.6 0
total_dad f+(d*b) total_dad 0.4949043075 0.022446419 0 0.4509101355 0.5388984794 30959.4248616477 12 0.3 0.6 0
offspring_phenotype maternal_prs c 0.012882827 0.02648012 0.626606 -0.039017254 0.064782908 30507.5319490137 13 0.3 0.6 0
offspring_phenotype paternal_prs b 0.033876414 0.026472968 0.2006645 -0.01800965 0.085762478 30507.5319490137 13 0.3 0.6 0
offspring_prs maternal_prs i 0.493623021 0.007007712 0 0.479888158 0.507357885 30507.5319490137 13 0.3 0.6 0
offspring_prs paternal_prs h 0.504819134 0.006924629 0 0.491247111 0.518391157 30507.5319490137 13 0.3 0.6 0
offspring_phenotype offspring_prs a 0.983235522 0.030892419 0 0.922687493 1.043783551 30507.5319490137 13 0.3 0.6 0
ab a*b ia 0.485347689 0.016733609 0 0.452550418 0.51814496 30507.5319490137 13 0.3 0.6 0
db d*b ha 0.496356105 0.017016547 0 0.463004285 0.529707925 30507.5319490137 13 0.3 0.6 0
total_mum c+(a*b) total_mum 0.498230516 0.022718575 0 0.453702928 0.542758104 30507.5319490137 13 0.3 0.6 0
total_dad f+(d*b) total_dad 0.530232518 0.022449223 0 0.48623285 0.574232187 30507.5319490137 13 0.3 0.6 0
offspring_phenotype maternal_prs c 0.0117695901 0.025836696 0.64872243 -0.0388694045 0.0624085846 30733.881014019 14 0.3 0.6 0
offspring_phenotype paternal_prs b -0.0522507302 0.025944607 0.04401645 -0.1031012257 -0.0014002347 30733.881014019 14 0.3 0.6 0
offspring_prs maternal_prs i 0.492997595 0.006992215 0 0.4792931048 0.5067020851 30733.881014019 14 0.3 0.6 0
offspring_prs paternal_prs h 0.4975731998 0.007003608 0 0.4838463796 0.51130002 30733.881014019 14 0.3 0.6 0
offspring_phenotype offspring_prs a 1.0301787774 0.030199106 0 0.9709896172 1.0893679375 30733.881014019 14 0.3 0.6 0
ab a*b ia 0.5078756596 0.016539095 0 0.4754596286 0.5402916907 30733.881014019 14 0.3 0.6 0
db d*b ha 0.5125893507 0.016668666 0 0.4799193649 0.5452593364 30733.881014019 14 0.3 0.6 0
total_mum c+(a*b) total_mum 0.5196452497 0.022310677 0 0.4759171263 0.5633733731 30733.881014019 14 0.3 0.6 0
total_dad f+(d*b) total_dad 0.4603386205 0.02234703 0 0.4165392467 0.5041379943 30733.881014019 14 0.3 0.6 0
offspring_phenotype maternal_prs c -0.0079605141 0.026224705 0.7614706 -0.0593599905 0.0434389623 30606.4936473349 15 0.3 0.6 0
offspring_phenotype paternal_prs b -0.0315881849 0.025934404 0.2232228 -0.0824186826 0.0192423129 30606.4936473349 15 0.3 0.6 0
offspring_prs maternal_prs i 0.5073572117 0.007080519 0 0.4934796503 0.5212347731 30606.4936473349 15 0.3 0.6 0
offspring_prs paternal_prs h 0.4914597478 0.007074679 0 0.4775936327 0.505325863 30606.4936473349 15 0.3 0.6 0
offspring_phenotype offspring_prs a 0.9795334255 0.030106592 0 0.9205255886 1.0385412624 30606.4936473349 15 0.3 0.6 0
ab a*b ia 0.4969733475 0.016775638 0 0.4640937013 0.5298529937 30606.4936473349 15 0.3 0.6 0
db d*b ha 0.4814012503 0.01633861 0 0.4493781625 0.5134243381 30606.4936473349 15 0.3 0.6 0
total_mum c+(a*b) total_mum 0.4890128334 0.02241692 0 0.4450764767 0.5329491901 30606.4936473349 15 0.3 0.6 0
total_dad f+(d*b) total_dad 0.4498130654 0.022398431 0 0.4059129474 0.4937131835 30606.4936473349 15 0.3 0.6 0
offspring_phenotype maternal_prs c -0.002361054 0.021603527 0.9129723 -0.044703188 0.03998108 35803.9938527244 1 0.3 0.6 0.1
offspring_phenotype paternal_prs b 0.01770602 0.021562424 0.4115599 -0.024555554 0.059967594 35803.9938527244 1 0.3 0.6 0.1
offspring_prs maternal_prs i 0.508658978 0.006964127 0 0.49500954 0.522308417 35803.9938527244 1 0.3 0.6 0.1
offspring_prs paternal_prs h 0.499370562 0.007010894 0 0.485629462 0.513111661 35803.9938527244 1 0.3 0.6 0.1
offspring_phenotype offspring_prs a 0.667027994 0.025050625 0 0.617929671 0.716126318 35803.9938527244 1 0.3 0.6 0.1
ab a*b ia 0.339289778 0.013562552 0 0.312707664 0.365871892 35803.9938527244 1 0.3 0.6 0.1
db d*b ha 0.333094144 0.013355074 0 0.306918679 0.359269609 35803.9938527244 1 0.3 0.6 0.1
total_mum c+(a*b) total_mum 0.336928724 0.018053436 0 0.301544639 0.372312809 35803.9938527244 1 0.3 0.6 0.1
total_dad f+(d*b) total_dad 0.350800164 0.018174672 0 0.315178461 0.386421866 35803.9938527244 1 0.3 0.6 0.1
offspring_phenotype maternal_prs c 0.010041253 0.021816078 0.6453235 -0.032717475 0.052799981 35789.9900886351 2 0.3 0.6 0.1
offspring_phenotype paternal_prs b 0.032799027 0.021891096 0.1340601 -0.010106733 0.075704786 35789.9900886351 2 0.3 0.6 0.1
offspring_prs maternal_prs i 0.50411761 0.007101521 0 0.490198884 0.518036337 35789.9900886351 2 0.3 0.6 0.1
offspring_prs paternal_prs h 0.511685242 0.007084165 0 0.497800534 0.525569949 35789.9900886351 2 0.3 0.6 0.1
offspring_phenotype offspring_prs a 0.597694204 0.025050306 0 0.548596507 0.6467919 35789.9900886351 2 0.3 0.6 0.1
ab a*b ia 0.301308174 0.01332254 0 0.275196475 0.327419872 35789.9900886351 2 0.3 0.6 0.1
db d*b ha 0.305831303 0.01349911 0 0.279373533 0.332289073 35789.9900886351 2 0.3 0.6 0.1
total_mum c+(a*b) total_mum 0.311349427 0.018288888 0 0.275503866 0.347194988 35789.9900886351 2 0.3 0.6 0.1
total_dad f+(d*b) total_dad 0.33863033 0.018244188 0 0.302872379 0.374388281 35789.9900886351 2 0.3 0.6 0.1
offspring_phenotype maternal_prs c 0.0051935324 0.02146305 0.8087991 -0.0368732723 0.0472603371 35630.0749868725 3 0.3 0.6 0.1
offspring_phenotype paternal_prs b 0.0223112106 0.021704292 0.3039672 -0.0202284191 0.0648508402 35630.0749868725 3 0.3 0.6 0.1
offspring_prs maternal_prs i 0.500580488 0.006930295 0 0.4869973589 0.5141636171 35630.0749868725 3 0.3 0.6 0.1
offspring_prs paternal_prs h 0.5010521095 0.007045138 0 0.4872438935 0.5148603254 35630.0749868725 3 0.3 0.6 0.1
offspring_phenotype offspring_prs a 0.6137590821 0.025105631 0 0.5645529492 0.6629652149 35630.0749868725 3 0.3 0.6 0.1
ab a*b ia 0.3072358208 0.013267698 0 0.2812316113 0.3332400303 35630.0749868725 3 0.3 0.6 0.1
db d*b ha 0.3075252828 0.013301659 0 0.2814545098 0.3335960558 35630.0749868725 3 0.3 0.6 0.1
total_mum c+(a*b) total_mum 0.3124293532 0.017911331 0 0.2773237898 0.3475349166 35630.0749868725 3 0.3 0.6 0.1
total_dad f+(d*b) total_dad 0.3298364934 0.018208141 0 0.2941491937 0.365523793 35630.0749868725 3 0.3 0.6 0.1
offspring_phenotype maternal_prs c 0.005176803 0.021675734 0.8112378 -0.037306854 0.047660461 35621.6611758242 4 0.3 0.6 0.1
offspring_phenotype paternal_prs b -0.006397634 0.021611456 0.7672074 -0.048755309 0.035960042 35621.6611758242 4 0.3 0.6 0.1
offspring_prs maternal_prs i 0.505485521 0.006997649 0 0.49177038 0.519200661 35621.6611758242 4 0.3 0.6 0.1
offspring_prs paternal_prs h 0.494612796 0.007043662 0 0.480807473 0.508418119 35621.6611758242 4 0.3 0.6 0.1
offspring_phenotype offspring_prs a 0.637401594 0.025109687 0 0.588187511 0.686615677 35621.6611758242 4 0.3 0.6 0.1
ab a*b ia 0.322197277 0.013453478 0 0.295828945 0.348565608 35621.6611758242 4 0.3 0.6 0.1
db d*b ha 0.315266985 0.01320616 0 0.289383387 0.341150583 35621.6611758242 4 0.3 0.6 0.1
total_mum c+(a*b) total_mum 0.32737408 0.018128159 0 0.291843541 0.362904619 35621.6611758242 4 0.3 0.6 0.1
total_dad f+(d*b) total_dad 0.308869351 0.018247359 0 0.273105184 0.344633518 35621.6611758242 4 0.3 0.6 0.1
offspring_phenotype maternal_prs c -0.05003107 0.021984444 0.02286106 -0.09311979 -0.006942348 35755.7030850204 5 0.3 0.6 0.1
offspring_phenotype paternal_prs b -0.02816747 0.021717775 0.19463892 -0.07073352 0.01439859 35755.7030850204 5 0.3 0.6 0.1
offspring_prs maternal_prs i 0.5026288 0.007065296 0 0.4887811 0.5164765 35755.7030850204 5 0.3 0.6 0.1
offspring_prs paternal_prs h 0.4991257 0.00696107 0 0.4854822 0.5127691 35755.7030850204 5 0.3 0.6 0.1
offspring_phenotype offspring_prs a 0.6761953 0.025354709 0 0.626501 0.7258896 35755.7030850204 5 0.3 0.6 0.1
ab a*b ia 0.3398752 0.013610084 0 0.3131999 0.3665505 35755.7030850204 5 0.3 0.6 0.1
db d*b ha 0.3375064 0.013502222 0 0.3110426 0.3639703 35755.7030850204 5 0.3 0.6 0.1
total_mum c+(a*b) total_mum 0.2898441 0.018539978 0 0.2535065 0.3261818 35755.7030850204 5 0.3 0.6 0.1
total_dad f+(d*b) total_dad 0.309339 0.018266479 0 0.2735373 0.3451406 35755.7030850204 5 0.3 0.6 0.1
offspring_phenotype maternal_prs c -0.018950569 0.021463952 0.37728914 -0.061019142 0.023118003 36101.8074087208 6 0.3 0.6 0.1
offspring_phenotype paternal_prs b -0.035744815 0.02152918 0.09685489 -0.077941233 0.006451603 36101.8074087208 6 0.3 0.6 0.1
